0.704901 0.022824 
0.801760 0.054149 
0.430674 -0.019673 
0.441842 -0.018908 
0.584353 -0.003619 
0.504199 -0.014417 
0.507167 -0.013837 
0.474189 -0.017366 
0.481000 -0.016919 
0.577861 -0.004443 
0.175924 0.079087 
0.193267 0.060673 
0.342027 -0.013732 
0.341346 -0.013560 
0.603008 -0.000093 
0.488455 -0.015904 
0.025049 0.723766 
0.436676 -0.018929 
0.437371 -0.019016 
0.490287 -0.015494 
0.367795 -0.017748 
0.457737 -0.018098 
0.390925 -0.018455 
0.447618 -0.018438 
0.448339 -0.018776 
0.515463 -0.014160 
0.516573 -0.013585 
0.792404 0.050361 
0.796506 0.051912 
0.537318 -0.010992 
0.540558 -0.010141 
0.723602 0.027625 
0.016312 0.862883 
0.686630 0.017679 
0.687310 0.017891 
0.484113 -0.016568 
0.485121 -0.016175 
0.581307 -0.003793 
0.469042 -0.018205 
0.471157 -0.017359 
0.450440 -0.019211 
0.502727 -0.014640 
0.508766 -0.013767 
0.541902 -0.009999 
0.471671 -0.017177 
0.472979 -0.017384 
0.477489 -0.017195 
0.083240 0.282684 
0.256271 0.013836 
0.358993 -0.015837 
0.600759 -0.000575 
0.529915 -0.012014 
0.530984 -0.011894 
0.620337 0.002900 
0.586481 -0.003124 
0.461121 -0.018219 
0.521527 -0.012662 
0.526073 -0.012229 
0.526809 -0.012005 
0.072935 0.328027 
0.223636 0.033284 
0.289215 -0.000108 
0.118273 0.178280 
0.788093 0.048498 
0.726343 0.028313 
0.725698 0.027882 
0.642692 0.007560 
0.558219 -0.007932 
0.558878 -0.007651 
0.094987 0.241047 
0.166171 0.090697 
0.412432 -0.019942 
0.317710 -0.008967 
0.347924 -0.015083 
0.363687 -0.016204 
0.365139 -0.016656 
0.455725 -0.018212 
0.460589 -0.017953 
0.394874 -0.019049 
0.397159 -0.019495 
0.628620 0.004845 
0.627095 0.004678 
0.466430 -0.018227 
0.443346 -0.018849 
0.608329 0.000669 
0.607828 0.000283 
0.269262 0.006797 
0.678602 0.015414 
0.713864 0.024797 
0.717536 0.026020 
0.344070 -0.014301 
0.343407 -0.014140 
0.339508 -0.013240 
0.340120 -0.013272 
0.005784 0.991658 
0.074158 0.324660 
0.077020 0.308872 
0.224216 0.032475 
0.284499 0.001388 
0.768047 0.041406 
0.771478 0.042553 
0.479776 -0.016915 
0.479153 -0.017067 
0.576334 -0.004646 
0.575669 -0.004946 
0.417733 -0.019421 
0.462655 -0.017835 
0.613955 0.001557 
0.749966 0.035202 
0.747423 0.034400 
0.143845 0.125587 
0.141755 0.128686 
0.696769 0.020240 
0.113379 0.189341 
0.806189 0.055791 
0.814457 0.059556 
0.787579 0.048266 
0.669516 0.013794 
0.675551 0.014848 
0.673139 0.014473 
0.684510 0.017329 
0.689982 0.018635 
0.712477 0.024417 
0.061127 0.391236 
0.221076 0.036297 
0.226952 0.030675 
0.652866 0.009727 
0.657726 0.011086 
0.663684 0.012061 
0.121546 0.167212 
0.118956 0.174582 
0.123996 0.163572 
0.126423 0.158073 
0.799823 0.053280 
0.799093 0.052777 
0.793119 0.050751 
0.756282 0.037648 
0.781774 0.046422 
0.681200 0.015890 
0.641960 0.007413 
0.644880 0.007821 
0.644149 0.007797 
0.585011 -0.003476 
0.836689 0.069757 
0.556994 -0.008070 
0.432272 -0.019506 
0.476273 -0.017409 
0.475621 -0.017223 
0.573203 -0.005288 
0.571685 -0.005426 
0.098433 0.230837 
0.242382 0.020219 
0.304266 -0.006121 
0.187673 0.064279 
0.345273 -0.014468 
0.350254 -0.014552 
0.333791 -0.011815 
0.599332 -0.000886 
0.002839 0.805607 
0.004370 0.961780 
0.064562 0.372444 
0.464206 -0.018151 
0.524624 -0.012193 
