0.704532 -9.621634 
0.517855 -1.125618 
0.800627 -34.842353 
0.430615 -0.180555 
0.441666 -0.069314 
0.678785 -6.950307 
0.691453 -7.825932 
0.583638 -2.617012 
0.453190 -0.479519 
0.503496 -0.810151 
0.507290 -0.788667 
0.474124 -0.593243 
0.480311 -0.674592 
0.577085 -2.017321 
0.176180 0.241761 
0.193254 0.224492 
0.342327 0.182724 
0.341047 0.208692 
0.649970 -4.660786 
0.602334 -2.744508 
0.504968 -0.786625 
0.632312 -4.258357 
0.734303 -12.937025 
0.681691 -7.156267 
0.488786 -0.776074 
0.024190 -6.281719 
0.549976 -1.626308 
0.436061 -0.107810 
0.437633 -0.124676 
0.490121 -0.774880 
0.352621 0.141340 
0.367925 0.177723 
0.454129 -0.521054 
0.458686 -0.551142 
0.390794 0.167166 
0.465242 -0.471127 
0.447162 -0.272595 
0.448525 -0.349937 
0.149266 0.030688 
0.408653 -0.033024 
0.698046 -8.402587 
0.273620 0.303906 
0.114905 -0.199146 
0.515179 -1.025882 
0.516958 -1.138472 
0.809806 -38.754290 
0.791785 -29.154997 
0.794953 -32.074381 
0.537426 -1.163437 
0.540569 -1.423978 
0.722957 -11.805987 
0.015161 -10.070960 
0.012977 -16.114332 
0.685419 -7.248335 
0.687336 -7.566047 
0.710758 -9.613122 
0.633843 -4.565854 
0.483659 -0.628951 
0.484886 -0.658775 
0.580790 -2.572679 
0.581617 -2.625523 
0.553420 -1.728073 
0.467792 -0.528806 
0.470479 -0.611085 
0.469503 -0.615382 
0.450764 -0.503965 
0.451647 -0.477954 
0.494794 -0.862518 
0.502453 -0.824218 
0.510407 -0.915407 
0.508127 -0.767004 
0.541152 -1.406781 
0.472222 -0.620461 
0.472694 -0.618361 
0.476907 -0.598471 
0.491280 -0.770610 
0.084114 -0.855021 
0.155144 0.086713 
0.429114 -0.149080 
0.237634 0.319686 
0.355298 0.165611 
0.255922 0.341064 
0.359224 0.211873 
0.889723 -210.370827 
0.599935 -2.912729 
0.529603 -1.262093 
0.530051 -1.256829 
0.402081 -0.036002 
0.051273 -2.495988 
0.053020 -2.270281 
0.619170 -3.860556 
0.619582 -3.802690 
0.585644 -2.740456 
0.614707 -3.430742 
0.461560 -0.545763 
0.520570 -1.181999 
0.525334 -1.285583 
0.526903 -1.303300 
0.073357 -1.174986 
0.223041 0.321071 
0.228798 0.334904 
0.288943 0.293639 
0.117790 -0.161473 
0.514418 -1.081541 
0.963584 -17382.239020 
0.788244 -28.147698 
0.776650 -24.773582 
0.726058 -12.118133 
0.724146 -12.043269 
0.642691 -4.455799 
0.557561 -1.789891 
0.558916 -1.675874 
0.435384 -0.108945 
0.433937 -0.139426 
0.095502 -0.549437 
0.166152 0.184639 
0.412091 -0.066290 
0.300555 0.380561 
0.317145 0.301502 
0.347226 0.155630 
0.354288 0.156630 
0.363836 0.209370 
0.364695 0.208800 
0.455853 -0.505852 
0.459681 -0.547576 
0.377209 0.067785 
0.394306 0.185120 
0.397237 0.154339 
0.627823 -3.950872 
0.627100 -3.873740 
0.466965 -0.528027 
0.462498 -0.545402 
0.443980 -0.225240 
0.442625 -0.080906 
0.449177 -0.348046 
0.608760 -2.760188 
0.611877 -3.110418 
0.605901 -2.667619 
0.607254 -2.680390 
0.269308 0.408060 
0.116762 -0.186198 
0.676024 -6.655818 
0.676914 -6.654776 
0.713658 -10.185644 
0.717237 -10.865780 
0.716021 -10.878893 
0.236078 0.342725 
0.233263 0.370607 
0.194556 0.264156 
0.254562 0.362542 
0.344252 0.163211 
0.342870 0.177639 
0.338875 0.205341 
0.340148 0.202735 
0.006861 -28.573826 
0.007907 -19.594465 
0.374360 0.102407 
0.073852 -1.139741 
0.077520 -0.927320 
0.214813 0.263779 
0.225045 0.331934 
0.668477 -6.457256 
0.284248 0.323269 
0.767862 -23.080464 
0.770221 -21.507918 
0.775193 -23.585497 
0.731710 -13.318474 
0.645638 -4.460171 
0.647090 -4.461180 
0.158630 0.093408 
0.037472 -3.785837 
0.027512 -5.342736 
0.026448 -6.063808 
0.479719 -0.667176 
0.478537 -0.646176 
0.576355 -2.018237 
0.574831 -1.887161 
0.102879 -0.349376 
0.104643 -0.350189 
0.417755 -0.158801 
0.416346 -0.131298 
0.834362 -58.507526 
0.825365 -51.944226 
0.456912 -0.507101 
0.387595 0.098319 
0.613409 -3.379968 
0.749551 -16.745586 
0.746492 -15.949860 
0.147156 0.002837 
0.149180 0.033870 
0.143250 0.012082 
0.139443 0.035155 
0.141362 0.051023 
0.145203 -0.002550 
0.693635 -8.115278 
0.694792 -8.197519 
0.696796 -8.338710 
0.043771 -3.041279 
0.046045 -2.745480 
0.110993 -0.262117 
0.112173 -0.218817 
0.113965 -0.213933 
0.933394 -1057.847929 
0.805046 -37.000029 
0.814647 -42.450374 
0.786313 -26.986058 
0.789004 -27.916086 
0.719499 -11.527773 
0.720705 -10.973449 
0.018556 -9.541255 
0.014962 -11.184402 
0.670399 -6.748851 
0.674215 -6.631320 
0.671388 -6.741722 
0.673276 -6.671131 
0.682627 -7.159176 
0.684537 -7.297086 
0.690289 -7.773348 
0.688258 -7.653936 
0.712740 -10.043463 
0.151332 0.056986 
0.153429 0.063237 
0.426241 -0.144212 
0.202305 0.316467 
0.328517 0.350067 
0.863657 -113.735272 
0.881085 -175.006433 
0.846958 -73.856539 
0.060670 -1.765434 
0.212307 0.301975 
0.220750 0.328472 
0.226038 0.334416 
0.227964 0.316389 
0.652072 -4.872344 
0.657694 -5.520872 
0.663015 -6.221981 
